DATE,shift start time,shift end time,first sunrise,first sunset,second_sunrise,Darkness (minutes),% of Shift
2022-06-17,15:30:00,23:30:00,10:07:43,19:01:58,,268.0,55.8
2022-06-17,23:30:00,07:30:00,10:08:01,19:02:05,2022-06-18 10:08:01,480,100
2022-06-18,07:30:00,15:30:00,10:08:01,19:02:05,,158.0,32.9
2022-06-18,15:30:00,23:30:00,10:08:01,19:02:05,,267.9,55.8
2022-06-18,23:30:00,07:30:00,10:08:16,19:02:14,2022-06-19 10:08:16,480,100
2022-06-19,07:30:00,15:30:00,10:08:16,19:02:14,,158.3,33.0
2022-06-19,15:30:00,23:30:00,10:08:16,19:02:14,,267.8,55.8
2022-06-19,23:30:00,07:30:00,10:08:30,19:02:24,2022-06-20 10:08:30,480,100
2022-06-20,07:30:00,15:30:00,10:08:30,19:02:24,,158.5,33.0
2022-06-20,15:30:00,23:30:00,10:08:30,19:02:24,,267.6,55.8
2022-06-20,23:30:00,07:30:00,10:08:42,19:02:36,2022-06-21 10:08:42,480,100
2022-06-21,07:30:00,15:30:00,10:08:42,19:02:36,,158.7,33.1
2022-06-21,15:30:00,23:30:00,10:08:42,19:02:36,,267.4,55.7
2022-06-21,23:30:00,07:30:00,10:08:53,19:02:51,2022-06-22 10:08:53,480,100
2022-06-22,07:30:00,15:30:00,10:08:53,19:02:51,,158.9,33.1
2022-06-22,15:30:00,23:30:00,10:08:53,19:02:51,,267.2,55.7
2022-06-22,23:30:00,07:30:00,10:09:01,19:03:06,2022-06-23 10:09:01,480,100
2022-06-23,07:30:00,15:30:00,10:09:01,19:03:06,,159.0,33.1
2022-06-23,15:30:00,23:30:00,10:09:01,19:03:06,,266.9,55.6
2022-06-23,23:30:00,07:30:00,10:09:07,19:03:24,2022-06-24 10:09:07,480,100
2022-06-24,07:30:00,15:30:00,10:09:07,19:03:24,,159.1,33.1
2022-06-24,15:30:00,23:30:00,10:09:07,19:03:24,,266.6,55.5
2022-06-24,23:30:00,07:30:00,10:09:11,19:03:44,2022-06-25 10:09:11,480,100
2022-06-25,07:30:00,15:30:00,10:09:11,19:03:44,,159.2,33.2
2022-06-25,15:30:00,23:30:00,10:09:11,19:03:44,,266.3,55.5
2022-06-25,23:30:00,07:30:00,10:09:14,19:04:05,2022-06-26 10:09:14,480,100
2022-06-26,07:30:00,15:30:00,10:09:14,19:04:05,,159.2,33.2
2022-06-26,15:30:00,23:30:00,10:09:14,19:04:05,,265.9,55.4
2022-06-26,23:30:00,07:30:00,10:09:14,19:04:28,2022-06-27 10:09:14,480,100
2022-06-27,07:30:00,15:30:00,10:09:14,19:04:28,,159.2,33.2
2022-06-27,15:30:00,23:30:00,10:09:14,19:04:28,,265.5,55.3
2022-06-27,23:30:00,07:30:00,10:09:13,19:04:52,2022-06-28 10:09:13,480,100
2022-06-28,07:30:00,15:30:00,10:09:13,19:04:52,,159.2,33.2
2022-06-28,15:30:00,23:30:00,10:09:13,19:04:52,,265.1,55.2
2022-06-28,23:30:00,07:30:00,10:09:09,19:05:18,2022-06-29 10:09:09,480,100
2022-06-29,07:30:00,15:30:00,10:09:09,19:05:18,,159.2,33.2
2022-06-29,15:30:00,23:30:00,10:09:09,19:05:18,,264.7,55.1
2022-06-29,23:30:00,07:30:00,10:09:03,19:05:46,2022-06-30 10:09:03,480,100
2022-06-30,07:30:00,15:30:00,10:09:03,19:05:46,,159.1,33.1
2022-06-30,15:30:00,23:30:00,10:09:03,19:05:46,,264.2,55.0
2022-06-30,23:30:00,07:30:00,10:08:56,19:06:15,2022-07-01 10:08:56,480,100
2022-07-01,07:30:00,15:30:00,10:08:56,19:06:15,,158.9,33.1
2022-07-01,15:30:00,23:30:00,10:08:56,19:06:15,,263.8,55.0
2022-07-01,23:30:00,07:30:00,10:08:46,19:06:46,2022-07-02 10:08:46,480,100
2022-07-02,07:30:00,15:30:00,10:08:46,19:06:46,,158.8,33.1
2022-07-02,15:30:00,23:30:00,10:08:46,19:06:46,,263.2,54.8
2022-07-02,23:30:00,07:30:00,10:08:35,19:07:19,2022-07-03 10:08:35,480,100
2022-07-03,07:30:00,15:30:00,10:08:35,19:07:19,,158.6,33.0
2022-07-03,15:30:00,23:30:00,10:08:35,19:07:19,,262.7,54.7
2022-07-03,23:30:00,07:30:00,10:08:21,19:07:52,2022-07-04 10:08:21,480,100
2022-07-04,07:30:00,15:30:00,10:08:21,19:07:52,,158.4,33.0
2022-07-04,15:30:00,23:30:00,10:08:21,19:07:52,,262.1,54.6
2022-07-04,23:30:00,07:30:00,10:08:06,19:08:28,2022-07-05 10:08:06,480,100
2022-07-05,07:30:00,15:30:00,10:08:06,19:08:28,,158.1,32.9
2022-07-05,15:30:00,23:30:00,10:08:06,19:08:28,,261.5,54.5
2022-07-05,23:30:00,07:30:00,10:07:48,19:09:04,2022-07-06 10:07:48,480,100
2022-07-06,07:30:00,15:30:00,10:07:48,19:09:04,,157.8,32.9
2022-07-06,15:30:00,23:30:00,10:07:48,19:09:04,,260.9,54.4
2022-07-06,23:30:00,07:30:00,10:07:28,19:09:42,2022-07-07 10:07:28,480,100
2022-07-07,07:30:00,15:30:00,10:07:28,19:09:42,,157.5,32.8
2022-07-07,15:30:00,23:30:00,10:07:28,19:09:42,,260.3,54.2
2022-07-07,23:30:00,07:30:00,10:07:07,19:10:21,2022-07-08 10:07:07,480,100
2022-07-08,07:30:00,15:30:00,10:07:07,19:10:21,,157.1,32.7
2022-07-08,15:30:00,23:30:00,10:07:07,19:10:21,,259.7,54.1
2022-07-08,23:30:00,07:30:00,10:06:43,19:11:02,2022-07-09 10:06:43,480,100
2022-07-09,07:30:00,15:30:00,10:06:43,19:11:02,,156.7,32.6
2022-07-09,15:30:00,23:30:00,10:06:43,19:11:02,,259.0,54.0
2022-07-09,23:30:00,07:30:00,10:06:18,19:11:44,2022-07-10 10:06:18,480,100
2022-07-10,07:30:00,15:30:00,10:06:18,19:11:44,,156.3,32.6
2022-07-10,15:30:00,23:30:00,10:06:18,19:11:44,,258.3,53.8
2022-07-10,23:30:00,07:30:00,10:05:51,19:12:26,2022-07-11 10:05:51,480,100
2022-07-11,07:30:00,15:30:00,10:05:51,19:12:26,,155.9,32.5
2022-07-11,15:30:00,23:30:00,10:05:51,19:12:26,,257.6,53.7
2022-07-11,23:30:00,07:30:00,10:05:21,19:13:10,2022-07-12 10:05:21,480,100
2022-07-12,07:30:00,15:30:00,10:05:21,19:13:10,,155.4,32.4
2022-07-12,15:30:00,23:30:00,10:05:21,19:13:10,,256.8,53.5
2022-07-12,23:30:00,07:30:00,10:04:50,19:13:56,2022-07-13 10:04:50,480,100
2022-07-13,07:30:00,15:30:00,10:04:50,19:13:56,,154.8,32.3
2022-07-13,15:30:00,23:30:00,10:04:50,19:13:56,,256.1,53.4
2022-07-13,23:30:00,07:30:00,10:04:17,19:14:42,2022-07-14 10:04:17,480,100
2022-07-14,07:30:00,15:30:00,10:04:17,19:14:42,,154.3,32.1
2022-07-14,15:30:00,23:30:00,10:04:17,19:14:42,,255.3,53.2
2022-07-14,23:30:00,07:30:00,10:03:42,19:15:29,2022-07-15 10:03:42,480,100
2022-07-15,07:30:00,15:30:00,10:03:42,19:15:29,,153.7,32.0
2022-07-15,15:30:00,23:30:00,10:03:42,19:15:29,,254.5,53.0
2022-07-15,23:30:00,07:30:00,10:03:05,19:16:17,2022-07-16 10:03:05,480,100
2022-07-16,07:30:00,15:30:00,10:03:05,19:16:17,,153.1,31.9
2022-07-16,15:30:00,23:30:00,10:03:05,19:16:17,,253.7,52.9
2022-07-16,23:30:00,07:30:00,10:02:26,19:17:06,2022-07-17 10:02:26,480,100
2022-07-17,07:30:00,15:30:00,10:02:26,19:17:06,,152.4,31.8
2022-07-17,15:30:00,23:30:00,10:02:26,19:17:06,,252.9,52.7
2022-07-17,23:30:00,07:30:00,10:01:45,19:17:56,2022-07-18 10:01:45,480,100
2022-07-18,07:30:00,15:30:00,10:01:45,19:17:56,,151.8,31.6
2022-07-18,15:30:00,23:30:00,10:01:45,19:17:56,,252.1,52.5
2022-07-18,23:30:00,07:30:00,10:01:03,19:18:47,2022-07-19 10:01:03,480,100
2022-07-19,07:30:00,15:30:00,10:01:03,19:18:47,,151.1,31.5
2022-07-19,15:30:00,23:30:00,10:01:03,19:18:47,,251.2,52.3
2022-07-19,23:30:00,07:30:00,10:00:19,19:19:38,2022-07-20 10:00:19,480,100
2022-07-20,07:30:00,15:30:00,10:00:19,19:19:38,,150.3,31.3
2022-07-20,15:30:00,23:30:00,10:00:19,19:19:38,,250.4,52.2
2022-07-20,23:30:00,07:30:00,09:59:33,19:20:31,2022-07-21 09:59:33,480,100
2022-07-21,07:30:00,15:30:00,09:59:33,19:20:31,,149.6,31.2
2022-07-21,15:30:00,23:30:00,09:59:33,19:20:31,,249.5,52.0
2022-07-21,23:30:00,07:30:00,09:58:45,19:21:24,2022-07-22 09:58:45,480,100
2022-07-22,07:30:00,15:30:00,09:58:45,19:21:24,,148.8,31.0
2022-07-22,15:30:00,23:30:00,09:58:45,19:21:24,,248.6,51.8
2022-07-22,23:30:00,07:30:00,09:57:55,19:22:17,2022-07-23 09:57:55,480,100
2022-07-23,07:30:00,15:30:00,09:57:55,19:22:17,,147.9,30.8
2022-07-23,15:30:00,23:30:00,09:57:55,19:22:17,,247.7,51.6
2022-07-23,23:30:00,07:30:00,09:57:04,19:23:12,2022-07-24 09:57:04,480,100
2022-07-24,07:30:00,15:30:00,09:57:04,19:23:12,,147.1,30.6
2022-07-24,15:30:00,23:30:00,09:57:04,19:23:12,,246.8,51.4
2022-07-24,23:30:00,07:30:00,09:56:11,19:24:07,2022-07-25 09:56:11,480,100
2022-07-25,07:30:00,15:30:00,09:56:11,19:24:07,,146.2,30.5
2022-07-25,15:30:00,23:30:00,09:56:11,19:24:07,,245.9,51.2
2022-07-25,23:30:00,07:30:00,09:55:17,19:25:02,2022-07-26 09:55:17,480,100
2022-07-26,07:30:00,15:30:00,09:55:17,19:25:02,,145.3,30.3
2022-07-26,15:30:00,23:30:00,09:55:17,19:25:02,,245.0,51.0
2022-07-26,23:30:00,07:30:00,09:54:20,19:25:58,2022-07-27 09:54:20,480,100
2022-07-27,07:30:00,15:30:00,09:54:20,19:25:58,,144.3,30.1
2022-07-27,15:30:00,23:30:00,09:54:20,19:25:58,,244.0,50.8
2022-07-27,23:30:00,07:30:00,09:53:23,19:26:55,2022-07-28 09:53:23,480,100
2022-07-28,07:30:00,15:30:00,09:53:23,19:26:55,,143.4,29.9
2022-07-28,15:30:00,23:30:00,09:53:23,19:26:55,,243.1,50.6
2022-07-28,23:30:00,07:30:00,09:52:23,19:27:52,2022-07-29 09:52:23,480,100
2022-07-29,07:30:00,15:30:00,09:52:23,19:27:52,,142.4,29.7
2022-07-29,15:30:00,23:30:00,09:52:23,19:27:52,,242.1,50.4
2022-07-29,23:30:00,07:30:00,09:51:22,19:28:49,2022-07-30 09:51:22,480,100
2022-07-30,07:30:00,15:30:00,09:51:22,19:28:49,,141.4,29.5
2022-07-30,15:30:00,23:30:00,09:51:22,19:28:49,,241.2,50.2
2022-07-30,23:30:00,07:30:00,09:50:20,19:29:47,2022-07-31 09:50:20,480,100
2022-07-31,07:30:00,15:30:00,09:50:20,19:29:47,,140.3,29.2
2022-07-31,15:30:00,23:30:00,09:50:20,19:29:47,,240.2,50.0
2022-07-31,23:30:00,07:30:00,09:49:15,19:30:45,2022-08-01 09:49:15,480,100
2022-08-01,07:30:00,15:30:00,09:49:15,19:30:45,,139.3,29.0
2022-08-01,15:30:00,23:30:00,09:49:15,19:30:45,,239.3,49.9
2022-08-01,23:30:00,07:30:00,09:48:10,19:31:43,2022-08-02 09:48:10,480,100
2022-08-02,07:30:00,15:30:00,09:48:10,19:31:43,,138.2,28.8
2022-08-02,15:30:00,23:30:00,09:48:10,19:31:43,,238.3,49.6
2022-08-02,23:30:00,07:30:00,09:47:03,19:32:42,2022-08-03 09:47:03,480,100
2022-08-03,07:30:00,15:30:00,09:47:03,19:32:42,,137.1,28.6
2022-08-03,15:30:00,23:30:00,09:47:03,19:32:42,,237.3,49.4
2022-08-03,23:30:00,07:30:00,09:45:54,19:33:41,2022-08-04 09:45:54,480,100
2022-08-04,07:30:00,15:30:00,09:45:54,19:33:41,,135.9,28.3
2022-08-04,15:30:00,23:30:00,09:45:54,19:33:41,,236.3,49.2
2022-08-04,23:30:00,07:30:00,09:44:45,19:34:40,2022-08-05 09:44:45,480,100
2022-08-05,07:30:00,15:30:00,09:44:45,19:34:40,,134.8,28.1
2022-08-05,15:30:00,23:30:00,09:44:45,19:34:40,,235.3,49.0
2022-08-05,23:30:00,07:30:00,09:43:33,19:35:39,2022-08-06 09:43:33,480,100
2022-08-06,07:30:00,15:30:00,09:43:33,19:35:39,,133.6,27.8
2022-08-06,15:30:00,23:30:00,09:43:33,19:35:39,,234.4,48.8
2022-08-06,23:30:00,07:30:00,09:42:21,19:36:38,2022-08-07 09:42:21,480,100
2022-08-07,07:30:00,15:30:00,09:42:21,19:36:38,,132.4,27.6
2022-08-07,15:30:00,23:30:00,09:42:21,19:36:38,,233.4,48.6
2022-08-07,23:30:00,07:30:00,09:41:07,19:37:38,2022-08-08 09:41:07,480,100
2022-08-08,07:30:00,15:30:00,09:41:07,19:37:38,,131.1,27.3
2022-08-08,15:30:00,23:30:00,09:41:07,19:37:38,,232.4,48.4
2022-08-08,23:30:00,07:30:00,09:39:52,19:38:38,2022-08-09 09:39:52,480,100
2022-08-09,07:30:00,15:30:00,09:39:52,19:38:38,,129.9,27.1
2022-08-09,15:30:00,23:30:00,09:39:52,19:38:38,,231.4,48.2
2022-08-09,23:30:00,07:30:00,09:38:35,19:39:37,2022-08-10 09:38:35,480,100
2022-08-10,07:30:00,15:30:00,09:38:35,19:39:37,,128.6,26.8
2022-08-10,15:30:00,23:30:00,09:38:35,19:39:37,,230.4,48.0
2022-08-10,23:30:00,07:30:00,09:37:17,19:40:37,2022-08-11 09:37:17,480,100
2022-08-11,07:30:00,15:30:00,09:37:17,19:40:37,,127.3,26.5
2022-08-11,15:30:00,23:30:00,09:37:17,19:40:37,,229.4,47.8
2022-08-11,23:30:00,07:30:00,09:35:59,19:41:37,2022-08-12 09:35:59,480,100
2022-08-12,07:30:00,15:30:00,09:35:59,19:41:37,,126.0,26.3
2022-08-12,15:30:00,23:30:00,09:35:59,19:41:37,,228.4,47.6
2022-08-12,23:30:00,07:30:00,09:34:38,19:42:37,2022-08-13 09:34:38,480,100
2022-08-13,07:30:00,15:30:00,09:34:38,19:42:37,,124.6,26.0
2022-08-13,15:30:00,23:30:00,09:34:38,19:42:37,,227.4,47.4
2022-08-13,23:30:00,07:30:00,09:33:17,19:43:37,2022-08-14 09:33:17,480,100
2022-08-14,07:30:00,15:30:00,09:33:17,19:43:37,,123.3,25.7
2022-08-14,15:30:00,23:30:00,09:33:17,19:43:37,,226.4,47.2
2022-08-14,23:30:00,07:30:00,09:31:55,19:44:37,2022-08-15 09:31:55,480,100
2022-08-15,07:30:00,15:30:00,09:31:55,19:44:37,,121.9,25.4
2022-08-15,15:30:00,23:30:00,09:31:55,19:44:37,,225.4,47.0
2022-08-15,23:30:00,07:30:00,09:30:31,19:45:37,2022-08-16 09:30:31,480,100
2022-08-16,07:30:00,15:30:00,09:30:31,19:45:37,,120.5,25.1
2022-08-16,15:30:00,23:30:00,09:30:31,19:45:37,,224.4,46.8
2022-08-16,23:30:00,07:30:00,09:29:07,19:46:37,2022-08-17 09:29:07,480,100
2022-08-17,07:30:00,15:30:00,09:29:07,19:46:37,,119.1,24.8
2022-08-17,15:30:00,23:30:00,09:29:07,19:46:37,,223.4,46.5
2022-08-17,23:30:00,07:30:00,09:27:41,19:47:37,2022-08-18 09:27:41,480,100
2022-08-18,07:30:00,15:30:00,09:27:41,19:47:37,,117.7,24.5
2022-08-18,15:30:00,23:30:00,09:27:41,19:47:37,,222.4,46.3
2022-08-18,23:30:00,07:30:00,09:26:15,19:48:37,2022-08-19 09:26:15,480,100
2022-08-19,07:30:00,15:30:00,09:26:15,19:48:37,,116.3,24.2
2022-08-19,15:30:00,23:30:00,09:26:15,19:48:37,,221.4,46.1
2022-08-19,23:30:00,07:30:00,09:24:47,19:49:36,2022-08-20 09:24:47,480,100
2022-08-20,07:30:00,15:30:00,09:24:47,19:49:36,,114.8,23.9
2022-08-20,15:30:00,23:30:00,09:24:47,19:49:36,,220.4,45.9
2022-08-20,23:30:00,07:30:00,09:23:18,19:50:36,2022-08-21 09:23:18,480,100
2022-08-21,07:30:00,15:30:00,09:23:18,19:50:36,,113.3,23.6
2022-08-21,15:30:00,23:30:00,09:23:18,19:50:36,,219.4,45.7
2022-08-21,23:30:00,07:30:00,09:21:49,19:51:36,2022-08-22 09:21:49,480,100
2022-08-22,07:30:00,15:30:00,09:21:49,19:51:36,,111.8,23.3
2022-08-22,15:30:00,23:30:00,09:21:49,19:51:36,,218.4,45.5
2022-08-22,23:30:00,07:30:00,09:20:19,19:52:35,2022-08-23 09:20:19,480,100
2022-08-23,07:30:00,15:30:00,09:20:19,19:52:35,,110.3,23.0
2022-08-23,15:30:00,23:30:00,09:20:19,19:52:35,,217.4,45.3
2022-08-23,23:30:00,07:30:00,09:18:47,19:53:35,2022-08-24 09:18:47,480,100
2022-08-24,07:30:00,15:30:00,09:18:47,19:53:35,,108.8,22.7
2022-08-24,15:30:00,23:30:00,09:18:47,19:53:35,,216.4,45.1
2022-08-24,23:30:00,07:30:00,09:17:15,19:54:34,2022-08-25 09:17:15,480,100
2022-08-25,07:30:00,15:30:00,09:17:15,19:54:34,,107.3,22.4
2022-08-25,15:30:00,23:30:00,09:17:15,19:54:34,,215.4,44.9
2022-08-25,23:30:00,07:30:00,09:15:43,19:55:33,2022-08-26 09:15:43,480,100
2022-08-26,07:30:00,15:30:00,09:15:43,19:55:33,,105.7,22.0
2022-08-26,15:30:00,23:30:00,09:15:43,19:55:33,,214.5,44.7
2022-08-26,23:30:00,07:30:00,09:14:09,19:56:32,2022-08-27 09:14:09,480,100
2022-08-27,07:30:00,15:30:00,09:14:09,19:56:32,,104.2,21.7
2022-08-27,15:30:00,23:30:00,09:14:09,19:56:32,,213.5,44.5
2022-08-27,23:30:00,07:30:00,09:12:35,19:57:31,2022-08-28 09:12:35,480,100
2022-08-28,07:30:00,15:30:00,09:12:35,19:57:31,,102.6,21.4
2022-08-28,15:30:00,23:30:00,09:12:35,19:57:31,,212.5,44.3
2022-08-28,23:30:00,07:30:00,09:11:00,19:58:30,2022-08-29 09:11:00,480,100
2022-08-29,07:30:00,15:30:00,09:11:00,19:58:30,,101.0,21.0
2022-08-29,15:30:00,23:30:00,09:11:00,19:58:30,,211.5,44.1
2022-08-29,23:30:00,07:30:00,09:09:24,19:59:29,2022-08-30 09:09:24,480,100
2022-08-30,07:30:00,15:30:00,09:09:24,19:59:29,,99.4,20.7
2022-08-30,15:30:00,23:30:00,09:09:24,19:59:29,,210.5,43.9
2022-08-30,23:30:00,07:30:00,09:07:48,20:00:28,2022-08-31 09:07:48,480,100
2022-08-31,07:30:00,15:30:00,09:07:48,20:00:28,,97.8,20.4
2022-08-31,15:30:00,23:30:00,09:07:48,20:00:28,,209.5,43.6
2022-08-31,23:30:00,07:30:00,09:06:11,20:01:26,2022-09-01 09:06:11,480,100
2022-09-01,07:30:00,15:30:00,09:06:11,20:01:26,,96.2,20.0
2022-09-01,15:30:00,23:30:00,09:06:11,20:01:26,,208.6,43.5
2022-09-01,23:30:00,07:30:00,09:04:33,20:02:25,2022-09-02 09:04:33,480,100
2022-09-02,07:30:00,15:30:00,09:04:33,20:02:25,,94.6,19.7
2022-09-02,15:30:00,23:30:00,09:04:33,20:02:25,,207.6,43.3
2022-09-02,23:30:00,07:30:00,09:02:55,20:03:23,2022-09-03 09:02:55,480,100
2022-09-03,07:30:00,15:30:00,09:02:55,20:03:23,,92.9,19.4
2022-09-03,15:30:00,23:30:00,09:02:55,20:03:23,,206.6,43.0
2022-09-03,23:30:00,07:30:00,09:01:16,20:04:22,2022-09-04 09:01:16,480,100
2022-09-04,07:30:00,15:30:00,09:01:16,20:04:22,,91.3,19.0
2022-09-04,15:30:00,23:30:00,09:01:16,20:04:22,,205.6,42.8
2022-09-04,23:30:00,07:30:00,08:59:37,20:05:20,2022-09-05 08:59:37,480,100
2022-09-05,07:30:00,15:30:00,08:59:37,20:05:20,,89.6,18.7
2022-09-05,15:30:00,23:30:00,08:59:37,20:05:20,,204.7,42.6
2022-09-05,23:30:00,07:30:00,08:57:57,20:06:18,2022-09-06 08:57:57,480,100
2022-09-06,07:30:00,15:30:00,08:57:57,20:06:18,,88.0,18.3
2022-09-06,15:30:00,23:30:00,08:57:57,20:06:18,,203.7,42.4
2022-09-06,23:30:00,07:30:00,08:56:17,20:07:16,2022-09-07 08:56:17,480,100
2022-09-07,07:30:00,15:30:00,08:56:17,20:07:16,,86.3,18.0
2022-09-07,15:30:00,23:30:00,08:56:17,20:07:16,,202.7,42.2
2022-09-07,23:30:00,07:30:00,08:54:37,20:08:14,2022-09-08 08:54:37,480,100
2022-09-08,07:30:00,15:30:00,08:54:37,20:08:14,,84.6,17.6
2022-09-08,15:30:00,23:30:00,08:54:37,20:08:14,,201.8,42.0
2022-09-08,23:30:00,07:30:00,08:52:56,20:09:12,2022-09-09 08:52:56,480,100
2022-09-09,07:30:00,15:30:00,08:52:56,20:09:12,,82.9,17.3
2022-09-09,15:30:00,23:30:00,08:52:56,20:09:12,,200.8,41.8
2022-09-09,23:30:00,07:30:00,08:51:15,20:10:10,2022-09-10 08:51:15,480,100
2022-09-10,07:30:00,15:30:00,08:51:15,20:10:10,,81.3,16.9
2022-09-10,15:30:00,23:30:00,08:51:15,20:10:10,,199.8,41.6
2022-09-10,23:30:00,07:30:00,08:49:34,20:11:08,2022-09-11 08:49:34,480,100
2022-09-11,07:30:00,15:30:00,08:49:34,20:11:08,,79.6,16.6
2022-09-11,15:30:00,23:30:00,08:49:34,20:11:08,,198.9,41.4
2022-09-11,23:30:00,07:30:00,08:47:52,20:12:06,2022-09-12 08:47:52,480,100
2022-09-12,07:30:00,15:30:00,08:47:52,20:12:06,,77.9,16.2
2022-09-12,15:30:00,23:30:00,08:47:52,20:12:06,,197.9,41.2
2022-09-12,23:30:00,07:30:00,08:46:10,20:13:04,2022-09-13 08:46:10,480,100
2022-09-13,07:30:00,15:30:00,08:46:10,20:13:04,,76.2,15.9
2022-09-13,15:30:00,23:30:00,08:46:10,20:13:04,,196.9,41.0
2022-09-13,23:30:00,07:30:00,08:44:28,20:14:03,2022-09-14 08:44:28,480,100
2022-09-14,07:30:00,15:30:00,08:44:28,20:14:03,,74.5,15.5
2022-09-14,15:30:00,23:30:00,08:44:28,20:14:03,,196.0,40.8
2022-09-14,23:30:00,07:30:00,08:42:46,20:15:01,2022-09-15 08:42:46,480,100
2022-09-15,07:30:00,15:30:00,08:42:46,20:15:01,,72.8,15.2
2022-09-15,15:30:00,23:30:00,08:42:46,20:15:01,,195.0,40.6
2022-09-15,23:30:00,07:30:00,08:41:03,20:15:59,2022-09-16 08:41:03,480,100
2022-09-16,07:30:00,15:30:00,08:41:03,20:15:59,,71.1,14.8
2022-09-16,15:30:00,23:30:00,08:41:03,20:15:59,,194.0,40.4
2022-09-16,23:30:00,07:30:00,08:39:21,20:16:57,2022-09-17 08:39:21,480,100
2022-09-17,07:30:00,15:30:00,08:39:21,20:16:57,,69.4,14.5
2022-09-17,15:30:00,23:30:00,08:39:21,20:16:57,,193.1,40.2
2022-09-17,23:30:00,07:30:00,08:37:38,20:17:55,2022-09-18 08:37:38,480,100
2022-09-18,07:30:00,15:30:00,08:37:38,20:17:55,,67.6,14.1
2022-09-18,15:30:00,23:30:00,08:37:38,20:17:55,,192.1,40.0
2022-09-18,23:30:00,07:30:00,08:35:55,20:18:53,2022-09-19 08:35:55,480,100
2022-09-19,07:30:00,15:30:00,08:35:55,20:18:53,,65.9,13.7
2022-09-19,15:30:00,23:30:00,08:35:55,20:18:53,,191.1,39.8
2022-09-19,23:30:00,07:30:00,08:34:13,20:19:52,2022-09-20 08:34:13,480,100
2022-09-20,07:30:00,15:30:00,08:34:13,20:19:52,,64.2,13.4
2022-09-20,15:30:00,23:30:00,08:34:13,20:19:52,,190.1,39.6
2022-09-20,23:30:00,07:30:00,08:32:30,20:20:50,2022-09-21 08:32:30,480,100
2022-09-21,07:30:00,15:30:00,08:32:30,20:20:50,,62.5,13.0
2022-09-21,15:30:00,23:30:00,08:32:30,20:20:50,,189.2,39.4
2022-09-21,23:30:00,07:30:00,08:30:48,20:21:49,2022-09-22 08:30:48,480,100
2022-09-22,07:30:00,15:30:00,08:30:48,20:21:49,,60.8,12.7
2022-09-22,15:30:00,23:30:00,08:30:48,20:21:49,,188.2,39.2
2022-09-22,23:30:00,07:30:00,08:29:05,20:22:48,2022-09-23 08:29:05,480,100
2022-09-23,07:30:00,15:30:00,08:29:05,20:22:48,,59.1,12.3
2022-09-23,15:30:00,23:30:00,08:29:05,20:22:48,,187.2,39.0
2022-09-23,23:30:00,07:30:00,08:27:23,20:23:47,2022-09-24 08:27:23,480,100
2022-09-24,07:30:00,15:30:00,08:27:23,20:23:47,,57.4,12.0
2022-09-24,15:30:00,23:30:00,08:27:23,20:23:47,,186.2,38.8
2022-09-24,23:30:00,07:30:00,08:25:41,20:24:46,2022-09-25 08:25:41,480,100
2022-09-25,07:30:00,15:30:00,08:25:41,20:24:46,,55.7,11.6
2022-09-25,15:30:00,23:30:00,08:25:41,20:24:46,,185.2,38.6
2022-09-25,23:30:00,07:30:00,08:23:59,20:25:45,2022-09-26 08:23:59,480,100
2022-09-26,07:30:00,15:30:00,08:23:59,20:25:45,,54.0,11.3
2022-09-26,15:30:00,23:30:00,08:23:59,20:25:45,,184.3,38.4
2022-09-26,23:30:00,07:30:00,08:22:17,20:26:45,2022-09-27 08:22:17,480,100
2022-09-27,07:30:00,15:30:00,08:22:17,20:26:45,,52.3,10.9
2022-09-27,15:30:00,23:30:00,08:22:17,20:26:45,,183.3,38.2
2022-09-27,23:30:00,07:30:00,08:20:35,20:27:45,2022-09-28 08:20:35,480,100
2022-09-28,07:30:00,15:30:00,08:20:35,20:27:45,,50.6,10.5
2022-09-28,15:30:00,23:30:00,08:20:35,20:27:45,,182.3,38.0
2022-09-28,23:30:00,07:30:00,08:18:54,20:28:45,2022-09-29 08:18:54,480,100
2022-09-29,07:30:00,15:30:00,08:18:54,20:28:45,,48.9,10.2
2022-09-29,15:30:00,23:30:00,08:18:54,20:28:45,,181.3,37.8
2022-09-29,23:30:00,07:30:00,08:17:13,20:29:45,2022-09-30 08:17:13,480,100
2022-09-30,07:30:00,15:30:00,08:17:13,20:29:45,,47.2,9.8
2022-09-30,15:30:00,23:30:00,08:17:13,20:29:45,,180.3,37.6
2022-09-30,23:30:00,07:30:00,08:15:33,20:30:45,2022-10-01 08:15:33,480,100
2022-10-01,07:30:00,15:30:00,08:15:33,20:30:45,,45.6,9.5
2022-10-01,15:30:00,23:30:00,08:15:33,20:30:45,,179.3,37.4
2022-10-01,23:30:00,07:30:00,08:13:53,20:31:46,2022-10-02 08:13:53,480,100
2022-10-02,07:30:00,15:30:00,08:13:53,20:31:46,,43.9,9.1
2022-10-02,15:30:00,23:30:00,08:13:53,20:31:46,,178.2,37.1
2022-10-02,23:30:00,07:30:00,08:12:13,20:32:47,2022-10-03 08:12:13,480,100
2022-10-03,07:30:00,15:30:00,08:12:13,20:32:47,,42.2,8.8
2022-10-03,15:30:00,23:30:00,08:12:13,20:32:47,,177.2,36.9
2022-10-03,23:30:00,07:30:00,08:10:34,20:33:48,2022-10-04 08:10:34,480,100
2022-10-04,07:30:00,15:30:00,08:10:34,20:33:48,,40.6,8.5
