dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1640995200,2022-01-01 00:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.07,8047,280.84,281.51,281.98,284.31,1014,,,86,3.09,280,,,,,,100,701,Mist,mist,50n
1640998800,2022-01-01 01:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.12,9656,280.89,282.26,281.98,284.31,1014,,,86,2.06,160,,,,,,100,701,Mist,mist,50n
1641002400,2022-01-01 02:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.38,9656,280.97,282.68,282.54,284.31,1014,,,85,1.54,260,,,,,,100,721,Haze,haze,50n
1641006000,2022-01-01 03:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.07,9656,281.01,282.06,281.98,284.31,1014,,,87,2.24,146,2.68,,,,,100,701,Mist,mist,50n
1641009600,2022-01-01 04:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.08,9656,281.02,282.44,281.98,284.31,1013,,,87,1.79,131,2.68,,,,,100,701,Mist,mist,50n
1641013200,2022-01-01 05:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,282.99,10000,281.1,281.97,281.99,284.31,1013,,,88,2.24,150,3.13,,,,,100,804,Clouds,overcast clouds,04n
1641016800,2022-01-01 06:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,282.87,10000,280.98,281.83,281.98,284.31,1013,,,88,2.24,149,6.71,,,,,100,701,Mist,mist,50n
1641020400,2022-01-01 07:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,282.9,10000,281.18,282.47,282.1,284.2,1013,,,89,1.54,180,,0.53,,,,100,500,Rain,light rain,10n
1641020400,2022-01-01 07:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,282.9,10000,281.18,282.47,282.1,284.2,1013,,,89,1.54,180,,0.53,,,,100,701,Mist,mist,50n
1641024000,2022-01-01 08:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.24,9656,281.35,282.6,282.54,284.2,1012,,,88,2.24,115,3.58,,,,,100,701,Mist,mist,50n
1641024000,2022-01-01 08:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.24,9656,281.35,282.6,282.54,284.2,1012,,,88,2.24,115,3.58,,,,,100,500,Rain,light rain,10n
1641027600,2022-01-01 09:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,282.97,10000,281.25,280.73,282.09,283.66,1011,,,89,4.47,119,5.36,0.11,,,,100,500,Rain,light rain,10n
1641031200,2022-01-01 10:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.23,10000,282.15,282.72,282.53,283.66,1011,,,93,0.45,122,2.24,0.25,,,,75,701,Mist,mist,50n
1641031200,2022-01-01 10:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.23,10000,282.15,282.72,282.53,283.66,1011,,,93,0.45,122,2.24,0.25,,,,75,500,Rain,light rain,10n
1641034800,2022-01-01 11:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.26,10000,281.7,282.68,281.99,284.31,1010,,,90,4.47,159,5.81,0.25,,,,100,500,Rain,light rain,10n
1641034800,2022-01-01 11:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.26,10000,281.7,282.68,281.99,284.31,1010,,,90,4.47,159,5.81,0.25,,,,100,701,Mist,mist,50n
1641038400,2022-01-01 12:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.47,9656,281.9,282.91,282.54,284.31,1010,,,90,1.79,194,4.92,0.25,,,,100,500,Rain,light rain,10n
1641038400,2022-01-01 12:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.47,9656,281.9,282.91,282.54,284.31,1010,,,90,1.79,194,4.92,0.25,,,,100,701,Mist,mist,50n
1641042000,2022-01-01 13:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.52,1609,281.95,282.96,283.09,284.31,1010,,,90,5.36,128,6.71,1.07,,,,100,501,Rain,moderate rain,10d
1641042000,2022-01-01 13:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.52,1609,281.95,282.96,283.09,284.31,1010,,,90,5.36,128,6.71,1.07,,,,100,701,Mist,mist,50d
1641045600,2022-01-01 14:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.76,8047,282.19,283.23,283.09,284.31,1010,,,90,3.58,162,7.15,0.54,,,,100,500,Rain,light rain,10d
1641045600,2022-01-01 14:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.76,8047,282.19,283.23,283.09,284.31,1010,,,90,3.58,162,7.15,0.54,,,,100,701,Mist,mist,50d
1641049200,2022-01-01 15:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.92,8047,282.35,283.4,283.1,284.76,1011,,,90,3.58,196,9.39,0.29,1.78,,,100,500,Rain,light rain,10d
1641049200,2022-01-01 15:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.92,8047,282.35,283.4,283.1,284.76,1011,,,90,3.58,196,9.39,0.29,1.78,,,100,701,Mist,mist,50d
1641052800,2022-01-01 16:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.53,4828,283.11,284.1,283.76,285.31,1009,,,91,5.36,136,8.94,0.3,,,,100,500,Rain,light rain,10d
1641052800,2022-01-01 16:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.53,4828,283.11,284.1,283.76,285.31,1009,,,91,5.36,136,8.94,0.3,,,,100,701,Mist,mist,50d
1641056400,2022-01-01 17:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.97,4828,283.38,284.56,283.76,285.87,1009,,,90,4.63,220,,0.38,,,,100,500,Rain,light rain,10d
1641056400,2022-01-01 17:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.97,4828,283.38,284.56,283.76,285.87,1009,,,90,4.63,220,,0.38,,,,100,701,Mist,mist,50d
1641060000,2022-01-01 18:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.56,4828,284.78,285.34,284.85,286.26,1007,,,95,3.6,240,,0.34,,,,100,500,Rain,light rain,10d
1641060000,2022-01-01 18:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.56,4828,284.78,285.34,284.85,286.26,1007,,,95,3.6,240,,0.34,,,,100,701,Mist,mist,50d
1641063600,2022-01-01 19:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.59,8047,284.33,285.29,284.87,286.26,1007,,,92,2.24,186,3.58,0.25,,,,100,500,Rain,light rain,10d
1641063600,2022-01-01 19:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.59,8047,284.33,285.29,284.87,286.26,1007,,,92,2.24,186,3.58,0.25,,,,100,701,Mist,mist,50d
1641067200,2022-01-01 20:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.9,8047,284.47,285.61,284.87,286.98,1007,,,91,2.57,150,,0.69,,,,100,500,Rain,light rain,10d
1641067200,2022-01-01 20:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.9,8047,284.47,285.61,284.87,286.98,1007,,,91,2.57,150,,0.69,,,,100,701,Mist,mist,50d
1641070800,2022-01-01 21:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.74,8047,284.31,285.43,284.87,286.98,1006,,,91,2.57,200,,0.52,,,,100,500,Rain,light rain,10d
1641070800,2022-01-01 21:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.74,8047,284.31,285.43,284.87,286.98,1006,,,91,2.57,200,,0.52,,,,100,701,Mist,mist,50d
1641074400,2022-01-01 22:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.86,4828,284.26,285.54,285.32,286.54,1007,,,90,2.06,180,,0.25,,,,100,500,Rain,light rain,10n
1641074400,2022-01-01 22:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.86,4828,284.26,285.54,285.32,286.54,1007,,,90,2.06,180,,0.25,,,,100,701,Mist,mist,50n
1641078000,2022-01-01 23:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.72,4828,284.29,285.41,284.76,286.54,1006,,,91,1.54,300,,0.41,,,,100,500,Rain,light rain,10n
1641078000,2022-01-01 23:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.72,4828,284.29,285.41,284.76,286.54,1006,,,91,1.54,300,,0.41,,,,100,701,Mist,mist,50n
1641081600,2022-01-02 00:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.12,4828,283.86,284.77,284.76,285.99,1006,,,92,1.54,40,,1.02,,,,100,501,Rain,moderate rain,10n
1641081600,2022-01-02 00:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.12,4828,283.86,284.77,284.76,285.99,1006,,,92,1.54,40,,1.02,,,,100,701,Mist,mist,50n
1641085200,2022-01-02 01:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.94,6437,283.52,284.55,284.2,285.7,1005,,,91,2.06,100,,1.5,,,,100,501,Rain,moderate rain,10n
1641085200,2022-01-02 01:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.94,6437,283.52,284.55,284.2,285.7,1005,,,91,2.06,100,,1.5,,,,100,701,Mist,mist,50n
1641088800,2022-01-02 02:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.99,6437,283.57,284.61,284.21,285.87,1004,,,91,3.58,21,4.02,1.42,,,,100,501,Rain,moderate rain,10n
1641088800,2022-01-02 02:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.99,6437,283.57,284.61,284.21,285.87,1004,,,91,3.58,21,4.02,1.42,,,,100,701,Mist,mist,50n
1641092400,2022-01-02 03:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.93,6437,283.51,284.54,284.31,285.7,1003,,,91,7.72,350,,4.75,6.86,,,100,502,Rain,heavy intensity rain,10n
1641092400,2022-01-02 03:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.93,6437,283.51,284.54,284.31,285.7,1003,,,91,7.72,350,,4.75,6.86,,,100,701,Mist,mist,50n
1641096000,2022-01-02 04:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.68,9656,283.43,284.29,283.65,285.31,1002,,,92,3.09,50,,7.11,,,,100,502,Rain,heavy intensity rain,10n
1641096000,2022-01-02 04:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.68,9656,283.43,284.29,283.65,285.31,1002,,,92,3.09,50,,7.11,,,,100,701,Mist,mist,50n
1641099600,2022-01-02 05:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.46,10000,283.05,284.02,283.66,284.99,1001,,,91,6.26,44,8.05,0.79,,,,100,500,Rain,light rain,10n
1641103200,2022-01-02 06:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.38,10000,282.97,283.93,283.66,284.78,1000,,,91,3.6,90,,0.32,,,,100,500,Rain,light rain,10n
1641106800,2022-01-02 07:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.4,10000,282.99,283.96,283.21,285.15,1000,,,91,0.45,92,2.68,0.25,,,,100,500,Rain,light rain,10n
1641106800,2022-01-02 07:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.4,10000,282.99,283.96,283.21,285.15,1000,,,91,0.45,92,2.68,0.25,,,,100,701,Mist,mist,50n
1641110400,2022-01-02 08:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.41,10000,283.16,283.99,283.21,285.31,1001,,,92,6.17,320,,0.25,,,,100,500,Rain,light rain,10n
1641114000,2022-01-02 09:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.49,6437,283.08,284.06,283.76,285.31,1001,,,91,4.47,316,5.36,,0.25,,,100,701,Mist,mist,50n
1641114000,2022-01-02 09:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.49,6437,283.08,284.06,283.76,285.31,1001,,,91,4.47,316,5.36,,0.25,,,100,500,Rain,light rain,10n
1641117600,2022-01-02 10:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.38,8047,282.97,283.93,283.66,284.99,1001,,,91,2.57,290,,0.25,,,,100,701,Mist,mist,50n
1641117600,2022-01-02 10:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.38,8047,282.97,283.93,283.66,284.99,1001,,,91,2.57,290,,0.25,,,,100,500,Rain,light rain,10n
1641121200,2022-01-02 11:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.43,4828,283.18,284.02,283.65,284.99,1001,,,92,3.09,300,,0.31,,,,100,500,Rain,light rain,10n
1641121200,2022-01-02 11:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.43,4828,283.18,284.02,283.65,284.99,1001,,,92,3.09,300,,0.31,,,,100,701,Mist,mist,50n
1641124800,2022-01-02 12:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.38,6437,282.97,283.93,283.66,284.99,1001,,,91,2.06,260,,0.25,,,,100,701,Mist,mist,50n
1641124800,2022-01-02 12:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.38,6437,282.97,283.93,283.66,284.99,1001,,,91,2.06,260,,0.25,,,,100,500,Rain,light rain,10n
1641128400,2022-01-02 13:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.42,3219,283.17,284,283.65,285.15,1002,,,92,3.09,230,,,,,,100,701,Mist,mist,50d
1641132000,2022-01-02 14:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.68,3219,283.43,284.29,283.76,285.31,1002,,,92,3.09,210,,,,,,100,701,Mist,mist,50d
1641135600,2022-01-02 15:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.43,4023,284.65,285.19,284.2,286.1,1003,,,95,4.12,190,7.2,,,,,100,701,Mist,mist,50d
1641139200,2022-01-02 16:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.86,6437,284.92,285.64,284.76,286.26,1003,,,94,5.66,240,,,,,,100,701,Mist,mist,50d
1641142800,2022-01-02 17:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,286.26,10000,285.15,286.05,285.4,286.81,1002,,,93,6.17,250,,,,,,100,804,Clouds,overcast clouds,04d
1641146400,2022-01-02 18:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,287.04,10000,285.26,286.81,285.96,287.37,1002,,,89,5.14,240,,,,,,100,804,Clouds,overcast clouds,04d
1641150000,2022-01-02 19:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,287.56,10000,283.97,287.12,285.96,288.66,1004,,,79,6.26,360,10.73,,,,,100,804,Clouds,overcast clouds,04d
1641153600,2022-01-02 20:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,285.53,10000,280.22,284.65,284.76,287.1,1005,,,70,8.75,270,11.83,,,,,100,804,Clouds,overcast clouds,04d
1641157200,2022-01-02 21:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,284.01,10000,279.95,283.14,283.1,285.31,1006,,,76,4.47,30,5.36,,,,,75,803,Clouds,broken clouds,04d
1641160800,2022-01-02 22:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,283.02,10000,277.19,280.34,282.09,285.1,1008,,,67,5.66,320,9.26,,,,,100,804,Clouds,overcast clouds,04n
1641164400,2022-01-02 23:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,281.28,10000,276.14,277.33,280.42,282.55,1009,,,70,8.23,300,12.86,,,,,100,804,Clouds,overcast clouds,04n
1641168000,2022-01-03 00:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,280.07,10000,274.98,275.32,278.74,281.31,1011,,,70,9.83,297,13.41,,,,,75,803,Clouds,broken clouds,04n
1641171600,2022-01-03 01:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,277.46,10000,272.56,272,276.1,279.2,1013,,,70,9.39,309,12.07,,,,,0,800,Clear,sky is clear,01n
1641175200,2022-01-03 02:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,276.51,10000,272.09,271.11,275.88,277.65,1013,,,72,8.23,320,11.32,,,,,0,800,Clear,sky is clear,01n
1641178800,2022-01-03 03:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,276.41,10000,272.01,272.13,275.88,277.53,1014,,,72,5.36,309,8.94,,,,,75,803,Clouds,broken clouds,04n
1641182400,2022-01-03 04:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,276.33,10000,271.6,271.06,275.56,276.99,1015,,,70,7.72,340,,,,,,20,801,Clouds,few clouds,02n
1641186000,2022-01-03 05:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,276,10000,271.32,271.47,274.77,277.1,1016,,,70,5.66,330,,,,,,40,802,Clouds,scattered clouds,03n
1641189600,2022-01-03 06:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.67,10000,270.87,271.06,274.77,276.98,1017,,,69,5.66,340,,,,,,0,800,Clear,sky is clear,01n
1641193200,2022-01-03 07:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.18,10000,269.92,270.36,274.31,275.99,1019,,,66,5.81,299,7.15,,,,,0,800,Clear,sky is clear,01n
1641196800,2022-01-03 08:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.96,10000,270.09,269.48,274.1,275.89,1019,,,68,7.2,360,,,,,,100,804,Clouds,overcast clouds,04n
1641200400,2022-01-03 09:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.35,10000,269.4,268.11,273.66,274.78,1018,,,67,8.75,360,,,,,,100,804,Clouds,overcast clouds,04n
1641204000,2022-01-03 10:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.93,10000,269.21,268.57,273.1,274.4,1019,,,68,6.26,10,8.49,,,,,40,802,Clouds,scattered clouds,03n
1641207600,2022-01-03 11:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.11,10000,268.51,266.42,272.09,273.88,1020,,,68,8.94,358,10.73,,,,,0,800,Clear,sky is clear,01n
1641211200,2022-01-03 12:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.52,10000,267.77,266.34,271.53,273.65,1019,,,67,7.2,20,,,,,,0,800,Clear,sky is clear,01n
1641214800,2022-01-03 13:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.31,10000,266.66,265.31,271.51,273.09,1019,,,62,11.62,28,16.99,,,,,0,800,Clear,sky is clear,01d
1641218400,2022-01-03 14:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.1,10000,264,265.1,271.1,272.55,1020,,,50,9.83,356,12.96,,,0.19,,75,600,Snow,light snow,13d
1641222000,2022-01-03 15:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.89,10000,263.1,265.3,270.88,273.09,1020,,,47,7.72,10,,,,0.51,,75,601,Snow,snow,13d
1641225600,2022-01-03 16:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.39,10000,262.39,264.52,270.42,272.18,1021,,,46,8.05,349,10.73,,,0.89,,100,601,Snow,snow,13d
1641229200,2022-01-03 17:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.35,10000,262.11,264.35,270.88,272,1018,,,45,8.75,20,,,,0.78,,100,601,Snow,snow,13d
1641232800,2022-01-03 18:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.23,10000,262,264.23,270.42,271.98,1016,,,45,8.75,10,10.29,,,0.75,,100,601,Snow,snow,13d
1641236400,2022-01-03 19:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.27,10000,262.99,264.27,270.1,272.53,1016,,,49,9.77,10,12.35,,,0.39,,100,600,Snow,light snow,13d
1641240000,2022-01-03 20:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,270.88,10000,262.85,263.88,270.1,271.98,1017,,,50,8.05,359,12.96,,,0.22,,0,600,Snow,light snow,13d
1641243600,2022-01-03 21:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,270.73,10000,262.02,263.73,270.1,271.42,1017,,,47,9.77,360,14.92,,,0.14,,100,600,Snow,light snow,13d
1641247200,2022-01-03 22:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,270.61,10000,261.17,263.61,269.85,271.42,1018,,,44,10.29,360,14.92,,,,,20,801,Clouds,few clouds,02n
1641250800,2022-01-03 23:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,270.45,10000,260.51,263.45,269.77,270.89,1019,,,42,8.23,360,12.86,,,,,0,800,Clear,sky is clear,01n
1641254400,2022-01-04 00:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,270.03,10000,260.88,263.13,269.1,270.87,1021,,,45,7.2,360,,,,,,0,800,Clear,sky is clear,01n
1641258000,2022-01-04 01:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,269.47,10000,261.52,262.47,268.66,270.43,1022,,,50,7.2,350,,,,,,0,800,Clear,sky is clear,01n
1641261600,2022-01-04 02:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,268.91,10000,262.06,261.91,268.1,269.88,1023,,,55,7.2,360,,,,,,0,800,Clear,sky is clear,01n
1641265200,2022-01-04 03:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,268.4,10000,262.54,261.57,267.1,269.76,1023,,,60,6.17,340,,,,,,0,800,Clear,sky is clear,01n
1641268800,2022-01-04 04:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,268.07,10000,262.95,261.07,267.07,269.2,1024,,,64,8.49,330,11.18,,,,,0,800,Clear,sky is clear,01n
1641272400,2022-01-04 05:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,267.67,10000,262.39,260.67,266.99,268.77,1024,,,63,7.2,340,9.77,,,,,0,800,Clear,sky is clear,01n
1641276000,2022-01-04 06:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,267.12,10000,261.32,260.12,265.98,268.65,1025,,,60,6.71,305,10.73,,,,,0,800,Clear,sky is clear,01n
1641279600,2022-01-04 07:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,267.03,10000,260.86,260.34,265.88,268.09,1026,,,58,5.36,304,11.18,,,,,0,800,Clear,sky is clear,01n
1641283200,2022-01-04 08:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.59,10000,260.44,259.59,265.96,267.65,1027,,,58,5.66,330,,,,,,0,800,Clear,sky is clear,01n
1641286800,2022-01-04 09:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.54,10000,260.58,259.54,265.88,267.1,1027,,,59,5.81,300,9.83,,,,,0,800,Clear,sky is clear,01n
1641290400,2022-01-04 10:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.01,10000,260.44,259.01,265.1,266.98,1028,,,61,6.71,290,9.83,,,,,0,800,Clear,sky is clear,01n
1641294000,2022-01-04 11:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.06,10000,261.02,259.06,265.1,266.98,1029,,,64,6.26,311,8.94,,,,,0,800,Clear,sky is clear,01n
1641297600,2022-01-04 12:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.3,10000,261.42,259.57,265.4,266.98,1030,,,65,5.14,290,7.72,,,,,0,800,Clear,sky is clear,01n
1641301200,2022-01-04 13:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.22,10000,261.51,261.23,265.56,267.1,1030,,,66,3.09,340,,,,,,0,800,Clear,sky is clear,01d
1641304800,2022-01-04 14:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,267.51,10000,262.24,262.78,266.31,268.9,1031,,,63,3.09,310,,,,,,0,800,Clear,sky is clear,01d
1641308400,2022-01-04 15:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,269,10000,262.34,265.78,267.31,271.1,1031,,,56,2.06,270,,,,,,0,800,Clear,sky is clear,01d
1641312000,2022-01-04 16:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.19,10000,262.92,268.11,268.66,272.76,1031,,,49,2.24,228,3.13,,,,,0,800,Clear,sky is clear,01d
1641315600,2022-01-04 17:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.58,10000,263.51,268.88,270.42,274.21,1029,,,46,3.09,290,,,,,,0,800,Clear,sky is clear,01d
1641319200,2022-01-04 18:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.42,10000,264.51,269.9,271.98,274.99,1027,,,47,3.09,0,,,,,,0,800,Clear,sky is clear,01d
1641322800,2022-01-04 19:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.41,10000,265.08,270.34,273.09,275.54,1028,,,46,4.12,230,,0.51,,,,0,500,Rain,light rain,10d
1641326400,2022-01-04 20:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.58,10000,264.97,270.9,273.65,275.15,1028,,,45,3.6,190,,,,,,0,800,Clear,sky is clear,01d
1641330000,2022-01-04 21:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.71,10000,265.32,270.11,273.66,275.32,1028,,,46,5.14,250,,,,,,0,800,Clear,sky is clear,01d
1641333600,2022-01-04 22:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.59,10000,264.89,269.33,272.64,274.32,1028,,,48,4.12,250,,,,,,0,800,Clear,sky is clear,01n
1641337200,2022-01-04 23:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.42,10000,265.21,268.89,271.99,274.76,1028,,,50,4.47,226,6.26,,,,,0,800,Clear,sky is clear,01n
1641340800,2022-01-05 00:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.29,10000,265.55,269.71,270.88,274.76,1028,,,52,3.13,197,5.81,,,,,0,800,Clear,sky is clear,01n
1641344400,2022-01-05 01:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.97,10000,265.7,268.33,271.1,274.76,1028,,,54,4.47,201,5.81,,,,,0,800,Clear,sky is clear,01n
1641348000,2022-01-05 02:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.78,10000,265.94,267.82,271.1,274.32,1028,,,56,4.92,199,7.15,,,,,0,800,Clear,sky is clear,01n
1641351600,2022-01-05 03:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.48,10000,266.25,267.44,271.1,274.2,1027,,,59,4.92,178,7.15,,,,,0,800,Clear,sky is clear,01n
1641355200,2022-01-05 04:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.14,10000,266.68,267.3,270.1,274.2,1027,,,63,4.47,195,6.26,,,,,0,800,Clear,sky is clear,01n
1641358800,2022-01-05 05:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.71,10000,266.81,267.08,270.88,273.21,1026,,,66,4.02,186,7.15,,,,,0,800,Clear,sky is clear,01n
1641362400,2022-01-05 06:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.86,10000,266.95,266.67,270.1,273.65,1025,,,66,4.92,229,7.6,,,,,0,800,Clear,sky is clear,01n
