dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1642460400,2022-01-17 23:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.31,10000,271.56,270.14,274.1,275.87,989,,,75,6.69,240,,,,,,100,600,Snow,light snow,13n
1642464000,2022-01-18 00:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.51,10000,271.07,268.51,274.95,276.62,991,,,71,14.31,101,14.75,0.25,,,,100,600,Snow,light snow,13n
1642464000,2022-01-18 00:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.51,10000,271.07,268.51,274.95,276.62,991,,,71,14.31,101,14.75,0.25,,,,100,500,Rain,light rain,10n
1642467600,2022-01-18 01:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.22,10000,270.82,268.29,274.1,275.99,992,,,71,12.07,23,15.65,,,,,100,600,Snow,light snow,13n
1642471200,2022-01-18 02:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.06,10000,270.17,268.31,273.66,275.87,992,,,68,11.18,13,13.41,,,,,100,804,Clouds,overcast clouds,04n
1642474800,2022-01-18 03:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.65,10000,268.35,267.65,273.66,275.87,994,,,60,12.52,302,16.99,0.25,,,,100,500,Rain,light rain,10n
1642478400,2022-01-18 04:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.41,10000,268.53,267.41,273.66,274.88,996,,,62,13.41,286,18.33,,,,,100,804,Clouds,overcast clouds,04n
1642482000,2022-01-18 05:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.29,10000,268.62,267.54,273.66,274.77,997,,,63,10.29,300,15.95,,,,,100,804,Clouds,overcast clouds,04n
1642485600,2022-01-18 06:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.01,10000,268.2,267.67,273.34,274.76,998,,,62,8.75,310,13.38,,,,,75,803,Clouds,broken clouds,04n
1642489200,2022-01-18 07:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.8,10000,267.64,266.8,273.1,274.76,1000,,,60,11.32,290,16.98,,,,,100,804,Clouds,overcast clouds,04n
1642492800,2022-01-18 08:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.3,10000,264.85,265.3,270.88,273.65,1002,,,53,10.29,280,14.4,,,,,20,801,Clouds,few clouds,02n
1642496400,2022-01-18 09:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.22,10000,265.4,265.22,270.88,273.09,1003,,,56,9.77,290,,,,,,40,802,Clouds,scattered clouds,03n
1642500000,2022-01-18 10:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.44,10000,266.02,265.44,271.99,273.65,1004,,,58,9.26,300,12.35,,,,,40,802,Clouds,scattered clouds,03n
1642503600,2022-01-18 11:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.48,10000,266.45,265.48,271.99,273.09,1006,,,60,11.18,330,15.2,,,,,75,803,Clouds,broken clouds,04n
1642507200,2022-01-18 12:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.5,10000,267.03,265.5,271.51,273.65,1007,,,63,9.39,46,13.41,,,,,75,803,Clouds,broken clouds,04n
1642510800,2022-01-18 13:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.76,10000,267.09,265.76,271.99,273.65,1009,,,62,10.28,84,12.96,,,,,100,804,Clouds,overcast clouds,04d
1642514400,2022-01-18 14:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.69,10000,267.15,266.74,272.62,274.76,1010,,,58,10.28,62,12.52,,,,,20,801,Clouds,few clouds,02d
1642518000,2022-01-18 15:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.62,10000,266.66,267.83,273.66,275.31,1011,,,52,10.8,300,13.89,,,,,40,802,Clouds,scattered clouds,03d
1642521600,2022-01-18 16:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.11,10000,265.65,269.29,274.1,275.88,1012,,,46,8.23,310,14.92,,,,,75,803,Clouds,broken clouds,04d
1642525200,2022-01-18 17:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.5,10000,265.2,268.59,274.76,276.43,1012,,,43,12.35,300,15.43,,,,,100,804,Clouds,overcast clouds,04d
1642528800,2022-01-18 18:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.18,10000,265.96,269.77,274.1,276.42,1013,,,47,7.2,290,15.95,,,,,100,804,Clouds,overcast clouds,04d
1642532400,2022-01-18 19:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.78,10000,265.16,270.54,274.77,276.81,1014,,,42,7.2,330,10.8,,,,,75,803,Clouds,broken clouds,04d
1642536000,2022-01-18 20:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.97,10000,265.04,270.07,274.77,276.99,1014,,,41,9.26,320,10.8,,,,,20,801,Clouds,few clouds,02d
1642539600,2022-01-18 21:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.43,10000,264.87,269.71,274.29,275.88,1016,,,42,8.23,330,11.32,,,,,0,800,Clear,sky is clear,01d
1642543200,2022-01-18 22:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.37,10000,264.79,267.8,273.18,275.31,1017,,,45,9.77,290,12.86,,,,,0,800,Clear,sky is clear,01n
1642546800,2022-01-18 23:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.43,10000,264.51,268.5,272.09,274.76,1019,,,47,5.14,310,,,,,,0,800,Clear,sky is clear,01n
1642550400,2022-01-19 00:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.86,10000,264.94,268.09,271.53,274.2,1020,,,51,4.63,300,,,,,,0,800,Clear,sky is clear,01n
1642554000,2022-01-19 01:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.12,10000,264.89,268.3,270.98,273.65,1021,,,54,3.13,340,6.71,,,,,0,800,Clear,sky is clear,01n
1642557600,2022-01-19 02:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.44,10000,265.26,267.91,269.85,273.21,1021,,,59,2.68,286,5.81,,,,,0,800,Clear,sky is clear,01n
1642561200,2022-01-19 03:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.1,10000,265.69,267.62,268.74,273.09,1022,,,63,2.57,0,,,,,,0,800,Clear,sky is clear,01n
1642564800,2022-01-19 04:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,270.79,10000,265.57,268.64,268.74,272.65,1022,,,64,1.54,310,,,,,,0,800,Clear,sky is clear,01n
1642568400,2022-01-19 05:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,270.82,10000,265.78,268.28,268.18,273.65,1022,,,65,1.79,212,2.68,,,,,0,800,Clear,sky is clear,01n
1642572000,2022-01-19 06:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,270.46,10000,265.6,267.86,268.1,272.65,1022,,,66,1.79,121,3.13,,,,,0,800,Clear,sky is clear,01n
1642575600,2022-01-19 07:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.91,10000,266.46,268.95,269.95,274.2,1023,,,63,2.24,128,4.02,,,,,0,800,Clear,sky is clear,01n
1642579200,2022-01-19 08:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.2,10000,266.83,267.62,268.1,274.2,1022,,,69,2.68,139,4.47,,,,,0,800,Clear,sky is clear,01n
1642582800,2022-01-19 09:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.37,10000,267,269.3,269.85,273.65,1022,,,69,1.54,0,,,,,,0,800,Clear,sky is clear,01n
1642586400,2022-01-19 10:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.77,10000,267.38,268.42,269.1,274.2,1022,,,69,2.57,240,,,,,,0,800,Clear,sky is clear,01n
1642590000,2022-01-19 11:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.1,10000,267.7,267.89,270.1,274.31,1021,,,69,3.58,121,7.6,,,,,0,800,Clear,sky is clear,01n
1642593600,2022-01-19 12:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.49,10000,267.91,267.2,270.1,274.88,1021,,,68,5.36,165,9.39,,,,,75,803,Clouds,broken clouds,04n
1642597200,2022-01-19 13:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.42,10000,268.6,267.92,271.99,275.43,1021,,,67,6.26,165,11.18,,,,,100,804,Clouds,overcast clouds,04d
1642600800,2022-01-19 14:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.6,10000,269.07,269.7,273.66,276.31,1020,,,64,5.66,200,,,,,,40,802,Clouds,scattered clouds,03d
1642604400,2022-01-19 15:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.7,10000,269.81,270.28,274.31,277.1,1019,,,63,7.6,183,12.52,,,,,0,800,Clear,sky is clear,01d
1642608000,2022-01-19 16:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,277.23,10000,270.52,272.41,275.96,278.66,1019,,,60,7.2,200,,,,,,0,800,Clear,sky is clear,01d
1642611600,2022-01-19 17:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,279.09,10000,271.02,274.47,278.1,280.1,1016,,,55,8.23,220,,,,,,0,800,Clear,sky is clear,01d
1642615200,2022-01-19 18:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,280.84,10000,270.07,276.75,280.1,281.61,1014,,,45,8.23,230,12.86,,,,,0,800,Clear,sky is clear,01d
1642618800,2022-01-19 19:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,281.99,10000,269.6,278.39,281.1,282.55,1014,,,40,7.72,210,,,,,,0,800,Clear,sky is clear,01d
1642622400,2022-01-19 20:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,282.69,10000,270.74,279.44,281.99,283.11,1014,,,42,7.2,220,12.35,,,,,0,800,Clear,sky is clear,01d
1642626000,2022-01-19 21:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,282.57,10000,270.92,279.6,281.51,283.11,1014,,,43,6.17,210,,,,,,0,800,Clear,sky is clear,01d
1642629600,2022-01-19 22:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,281.49,10000,270.33,278.23,280.42,282.65,1014,,,44,6.17,210,,,,,,0,800,Clear,sky is clear,01n
1642633200,2022-01-19 23:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,281.35,10000,271.25,278.34,279.77,282.31,1014,,,48,5.36,193,11.62,,,,,0,800,Clear,sky is clear,01n
1642636800,2022-01-20 00:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,280.67,10000,270.94,277.87,279.1,282.1,1015,,,49,4.47,108,10.73,,,,,0,800,Clear,sky is clear,01n
1642640400,2022-01-20 01:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,280.65,10000,271.41,277.29,279.77,281.54,1015,,,51,5.81,215,10.73,,,,,20,801,Clouds,few clouds,02n
1642644000,2022-01-20 02:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,280.31,10000,271.59,277.6,279.1,281.54,1015,,,53,4.12,220,8.23,,,,,0,800,Clear,sky is clear,01n
1642647600,2022-01-20 03:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,280.15,10000,271.9,276.93,279.1,281.31,1015,,,55,5.14,230,11.32,,,,,0,800,Clear,sky is clear,01n
1642651200,2022-01-20 04:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,280.03,10000,271.8,276.56,278.66,281.31,1015,,,55,5.66,240,,,,,,100,804,Clouds,overcast clouds,04n
1642654800,2022-01-20 05:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,279.77,10000,271.8,276.36,278.66,280.87,1015,,,56,5.36,215,7.15,,,,,75,803,Clouds,broken clouds,04n
1642658400,2022-01-20 06:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,279.56,10000,271.84,276.73,278.1,280.99,1014,,,57,4.02,241,8.49,,,,,100,804,Clouds,overcast clouds,04n
1642662000,2022-01-20 07:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,279.61,10000,272.09,275.34,277.62,280.32,1015,,,58,7.6,215,10.73,,,,,100,804,Clouds,overcast clouds,04n
1642665600,2022-01-20 08:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,279.36,10000,272.09,276.17,277.62,280.43,1015,,,59,4.63,230,,0.53,,,,100,500,Rain,light rain,10n
1642669200,2022-01-20 09:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,278.65,10000,274.76,274.82,276.99,279.76,1016,,,76,5.66,260,,0.93,0.64,,,100,501,Rain,moderate rain,10n
1642672800,2022-01-20 10:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,277.3,10000,274.68,273.95,275.88,278.21,1016,,,83,4.02,360,6.71,1.09,,,,100,501,Rain,moderate rain,10n
1642676400,2022-01-20 11:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,277.05,10000,274.93,273.39,275.88,278.77,1016,,,86,4.47,235,7.6,0.65,,,,100,500,Rain,light rain,10n
1642680000,2022-01-20 12:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,276.84,8047,274.88,273.39,275.88,277.54,1018,,,87,4.02,215,6.71,0.57,,,,100,500,Rain,light rain,10n
1642680000,2022-01-20 12:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,276.84,8047,274.88,273.39,275.88,277.54,1018,,,87,4.02,215,6.71,0.57,,,,100,701,Mist,mist,50n
1642683600,2022-01-20 13:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.81,8047,273.38,271.49,274.77,276.44,1019,,,84,5.14,310,,1.02,,,,100,501,Rain,moderate rain,10d
1642683600,2022-01-20 13:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,275.81,8047,273.38,271.49,274.77,276.44,1019,,,84,5.14,310,,1.02,,,,100,701,Mist,mist,50d
1642687200,2022-01-20 14:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.85,2012,273.23,270.02,273.66,275.87,1020,,,89,5.66,340,,1.02,,,,100,701,Mist,mist,50d
1642687200,2022-01-20 14:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.85,2012,273.23,270.02,273.66,275.87,1020,,,89,5.66,340,,1.02,,,,100,501,Rain,moderate rain,10d
1642687200,2022-01-20 14:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.85,2012,273.23,270.02,273.66,275.87,1020,,,89,5.66,340,,1.02,,,,100,600,Snow,light snow,13d
1642690800,2022-01-20 15:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.61,1207,272.01,269.03,272.64,274.76,1021,,,88,4.63,340,,0.89,3.05,,,100,600,Snow,light snow,13d
1642690800,2022-01-20 15:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.61,1207,272.01,269.03,272.64,274.76,1021,,,88,4.63,340,,0.89,3.05,,,100,701,Mist,mist,50d
1642690800,2022-01-20 15:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.61,1207,272.01,269.03,272.64,274.76,1021,,,88,4.63,340,,0.89,3.05,,,100,500,Rain,light rain,10d
1642694400,2022-01-20 16:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.2,2012,272.19,267.94,272.1,274.32,1021,,,92,5.66,340,,,,0.4,,100,600,Snow,light snow,13d
1642694400,2022-01-20 16:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.2,2012,272.19,267.94,272.1,274.32,1021,,,92,5.66,340,,,,0.4,,100,701,Mist,mist,50d
1642698000,2022-01-20 17:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.55,10000,271.82,268.13,273.1,274.32,1020,,,87,6.17,330,,,,0.66,,100,601,Snow,snow,13d
1642698000,2022-01-20 17:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.55,10000,271.82,268.13,273.1,274.32,1020,,,87,6.17,330,,,,0.66,,100,701,Mist,mist,50d
1642701600,2022-01-20 18:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.15,10000,270.24,268.44,273.66,274.77,1020,,,73,7.2,320,,,,0.42,,100,600,Snow,light snow,13d
1642705200,2022-01-20 19:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.2,10000,269.27,269.47,273.1,275.31,1021,,,67,5.14,320,,,,,,100,804,Clouds,overcast clouds,04d
1642708800,2022-01-20 20:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,274.18,10000,267.76,268.69,273.1,274.77,1021,,,59,6.69,330,,,,,,0,800,Clear,sky is clear,01d
1642712400,2022-01-20 21:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.76,10000,265.95,267.73,273.1,274.88,1022,,,52,7.72,330,11.83,,,,,0,800,Clear,sky is clear,01d
1642716000,2022-01-20 22:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,273.29,10000,264.64,268.33,272.09,274.32,1023,,,48,5.14,330,,,,,,0,800,Clear,sky is clear,01n
1642719600,2022-01-20 23:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.43,10000,263.61,266.45,271.53,273.77,1024,,,47,6.69,330,9.77,,,,,0,800,Clear,sky is clear,01n
1642723200,2022-01-21 00:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.59,10000,262.82,264.91,270.42,273.09,1026,,,47,7.72,330,11.32,,,,,0,800,Clear,sky is clear,01n
1642726800,2022-01-21 01:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,270.69,10000,262.22,263.69,269.87,271.44,1026,,,48,8.23,350,12.35,,,,,0,800,Clear,sky is clear,01n
1642730400,2022-01-21 02:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,269.68,10000,261.5,262.68,268.66,270.89,1027,,,49,7.72,340,12.35,,,,,0,800,Clear,sky is clear,01n
1642734000,2022-01-21 03:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,268.74,10000,260.61,261.74,267.64,270.31,1028,,,49,7.72,340,,,,,,0,800,Clear,sky is clear,01n
1642737600,2022-01-21 04:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,267.84,10000,259.99,260.84,266.99,269.31,1029,,,50,6.69,340,,,,,,0,800,Clear,sky is clear,01n
1642741200,2022-01-21 05:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.75,10000,259.6,259.75,265.88,268.31,1030,,,53,7.2,350,,,,,,0,800,Clear,sky is clear,01n
1642744800,2022-01-21 06:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,265.96,10000,258.85,258.96,264.77,267.55,1030,,,53,8.23,350,11.32,,,,,0,800,Clear,sky is clear,01n
1642748400,2022-01-21 07:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,265.34,10000,258.47,258.34,264.39,266.44,1030,,,54,7.2,350,,,,,,0,800,Clear,sky is clear,01n
1642752000,2022-01-21 08:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,264.84,10000,258.58,257.84,264.1,265.89,1030,,,57,6.17,360,10.8,,,,,0,800,Clear,sky is clear,01n
1642755600,2022-01-21 09:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,264.46,10000,258.22,257.46,263.66,265.33,1031,,,57,7.2,360,,,,,,0,800,Clear,sky is clear,01n
1642759200,2022-01-21 10:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,263.9,10000,257.49,256.9,263.1,265.31,1032,,,56,8.23,350,10.8,,,,,0,800,Clear,sky is clear,01n
1642762800,2022-01-21 11:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,263.32,10000,257.13,256.32,262.1,264.31,1033,,,57,8.23,360,,,,,,0,800,Clear,sky is clear,01n
1642766400,2022-01-21 12:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,262.88,10000,256.33,255.88,262.09,264.22,1034,,,55,7.72,360,,,,,,0,800,Clear,sky is clear,01n
1642770000,2022-01-21 13:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,263.1,10000,256.73,256.1,262.1,264.22,1034,,,56,7.2,10,,,,,,0,800,Clear,sky is clear,01d
1642773600,2022-01-21 14:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,263.6,10000,257.01,256.6,263.1,264.22,1035,,,55,7.72,20,,,,,,0,800,Clear,sky is clear,01d
1642777200,2022-01-21 15:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,264.04,10000,256.41,257.04,263.1,264.59,1035,,,50,6.69,20,9.77,,,,,0,800,Clear,sky is clear,01d
1642780800,2022-01-21 16:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,265.12,10000,256.76,258.12,264.1,266.12,1035,,,47,7.72,10,,,,,,0,800,Clear,sky is clear,01d
1642784400,2022-01-21 17:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.01,10000,257.13,259.01,264.76,266.31,1034,,,45,6.69,360,,,,,,0,800,Clear,sky is clear,01d
1642788000,2022-01-21 18:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.79,10000,256.85,259.79,265.96,267.76,1033,,,41,7.2,360,10.29,,,,,0,800,Clear,sky is clear,01d
1642791600,2022-01-21 19:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,267.68,10000,257.14,260.68,266.31,268.88,1033,,,39,6.17,330,,,,,,0,800,Clear,sky is clear,01d
1642795200,2022-01-21 20:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,267.84,10000,257.01,260.86,266.98,268.66,1033,,,38,6.17,30,,,,,,0,800,Clear,sky is clear,01d
1642798800,2022-01-21 21:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,267.48,10000,256.68,260.48,266.99,268.29,1033,,,38,6.17,30,,,,,,0,800,Clear,sky is clear,01d
1642802400,2022-01-21 22:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.69,10000,255.95,259.71,265.88,267.65,1034,,,38,5.66,20,,,,,,0,800,Clear,sky is clear,01n
1642806000,2022-01-21 23:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.42,10000,255.98,259.42,265.56,267.1,1034,,,39,6.69,30,,,,,,0,800,Clear,sky is clear,01n
1642809600,2022-01-22 00:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.26,10000,256.1,259.26,265.4,267.55,1035,,,40,6.69,20,,,,,,0,800,Clear,sky is clear,01n
1642813200,2022-01-22 01:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,266.06,10000,255.65,259.06,264.77,267.1,1035,,,39,7.2,20,,,,,,0,800,Clear,sky is clear,01n
1642816800,2022-01-22 02:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,265.74,10000,256.14,258.74,264.77,267,1035,,,42,7.72,20,,,,,,0,800,Clear,sky is clear,01n
1642820400,2022-01-22 03:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,265.51,10000,256.66,258.51,264.45,266.98,1035,,,45,6.69,10,,,,,,0,800,Clear,sky is clear,01n
1642824000,2022-01-22 04:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,265.28,10000,257.14,258.28,264.1,266.44,1034,,,48,7.2,10,,,,,,0,800,Clear,sky is clear,01n
1642827600,2022-01-22 05:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,264.82,10000,256.93,257.82,263.74,265.99,1034,,,49,6.69,10,,,,,,0,800,Clear,sky is clear,01n
1642831200,2022-01-22 06:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,264.46,10000,256.59,257.46,263.34,265.87,1033,,,49,7.2,20,,,,,,0,800,Clear,sky is clear,01n
1642834800,2022-01-22 07:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,263.98,10000,256.35,256.98,262.1,265.32,1032,,,50,6.69,20,,,,,,0,800,Clear,sky is clear,01n
1642838400,2022-01-22 08:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,263.31,10000,255.93,256.31,262.1,264.76,1032,,,51,7.72,10,,,,,,0,800,Clear,sky is clear,01n
1642842000,2022-01-22 09:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,262.94,10000,255.79,255.94,261.67,264.76,1031,,,52,7.2,20,,,,,,0,800,Clear,sky is clear,01n
1642845600,2022-01-22 10:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,262.64,10000,255.71,255.64,261.1,263.67,1031,,,53,8.23,10,,,,,,0,800,Clear,sky is clear,01n
1642849200,2022-01-22 11:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,262.51,10000,255.98,255.51,261.1,263.67,1031,,,55,7.2,10,,,,,,0,800,Clear,sky is clear,01n
1642852800,2022-01-22 12:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,262.46,10000,255.73,255.46,261.1,263.67,1031,,,54,5.66,10,,,,,,0,800,Clear,sky is clear,01n
1642856400,2022-01-22 13:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,262.25,10000,255.92,255.25,261.1,264.22,1031,,,56,6.17,360,,,,,,0,800,Clear,sky is clear,01d
1642860000,2022-01-22 14:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,264.14,10000,257.33,257.14,262.92,265.89,1031,,,54,6.17,360,,,,,,0,800,Clear,sky is clear,01d
1642863600,2022-01-22 15:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,265.77,10000,258.67,259.28,264.77,266.67,1031,,,53,4.63,360,,,,,,0,800,Clear,sky is clear,01d
1642867200,2022-01-22 16:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,267.6,10000,260.19,261.95,265.98,269.22,1030,,,52,4.12,360,,,,,,0,800,Clear,sky is clear,01d
1642870800,2022-01-22 17:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,269.68,10000,261.94,265.39,268.2,270.88,1028,,,51,3.09,50,,,,,,0,800,Clear,sky is clear,01d
1642874400,2022-01-22 18:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,270.88,10000,263.29,266.84,269.85,272.21,1027,,,52,3.09,0,,,,,,0,800,Clear,sky is clear,01d
1642878000,2022-01-22 19:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.52,10000,263.45,268.72,270.1,272.54,1025,,,50,2.06,0,,,,,,0,800,Clear,sky is clear,01d
1642881600,2022-01-22 20:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,272.21,10000,263.64,269.52,271.31,273.1,1024,,,48,2.06,360,,,,,,0,800,Clear,sky is clear,01d
1642885200,2022-01-22 21:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.99,10000,263.2,269.27,270.88,273.1,1024,,,47,2.06,60,,,,,,0,800,Clear,sky is clear,01d
1642888800,2022-01-22 22:00:00 +0000 UTC,-18000,Secaucus,40.789545,-74.05653,271.07,10000,262.57,268.19,269.77,271.99,1023,,,48,2.06,320,,,,0.25,,0,600,Snow,light snow,13d
